age,sexe,situation_familiale,revenu_mensuel,type_contrat_travail,anciennete_travail_mois,montant_credit,duree_mois,taux_interet,type_credit,nb_retards_30j,nb_retards_60j,nb_retards_90j,taux_endettement,ratio_dette_revenu,defaut,probabilite_defaut,prediction_defaut
32,H,celibataire,834283,CDI,195,2832612,26,11.69,conso,0,0,0,37.93,3.4,1,0.8376747454895064,1
42,H,marie,615382,CDD,82,2345120,14,12.89,auto,0,0,0,17.96,3.81,1,0.5517550750240776,1
53,F,marie,1052916,Independant,51,417253,17,15.84,scolaire,1,0,0,29.55,0.4,0,0.005372988580959463,0
28,H,divorce,1360956,Informel,238,1012200,29,13.98,immobilier,1,0,0,61.91,0.74,1,0.5100630165433114,1
32,F,marie,165834,Informel,56,700970,38,6.17,scolaire,0,1,0,37.12,4.23,1,0.971303039046067,1
21,F,celibataire,1499702,Informel,171,4190762,48,10.0,scolaire,1,0,0,38.55,2.79,0,0.5324343108481498,1
38,F,divorce,132748,CDD,152,599229,10,17.7,auto,0,0,0,64.22,4.51,1,0.9994998131333288,1
30,H,divorce,1191227,Independant,224,1724213,19,11.32,auto,0,0,0,62.22,1.45,1,0.7901910108967981,1
39,F,celibataire,1427527,Independant,34,4696867,41,17.07,conso,1,0,0,19.04,3.29,1,0.1485408539382975,0
36,H,divorce,108669,Informel,59,3359825,40,15.2,auto,0,0,0,36.15,30.92,1,1.0,1
51,H,marie,765521,CDI,130,3993811,55,12.99,scolaire,0,0,0,68.66,5.22,1,0.9998773972825011,1
31,H,marie,368683,Informel,130,541564,16,8.24,immobilier,0,1,0,39.26,1.47,0,0.339288408822232,1
21,F,divorce,774793,Informel,138,4072540,29,7.56,conso,2,0,0,54.63,5.26,1,0.9991742101635649,1
63,F,celibataire,313670,CDI,151,264326,49,12.65,auto,0,0,0,27.95,0.84,0,0.014062184944642408,0
44,F,celibataire,105741,CDI,143,1294634,56,9.49,scolaire,1,0,0,9.47,12.24,1,0.9999975277834708,1
46,H,marie,1281934,Informel,118,3019142,22,14.98,scolaire,1,0,0,17.37,2.36,0,0.046739210163780326,0
64,F,celibataire,83599,CDD,204,1211360,13,14.41,conso,0,0,0,35.13,14.49,1,0.9999999982054897,1
45,F,divorce,1257089,CDD,128,4610837,33,7.68,conso,1,0,0,31.51,3.67,1,0.6695072747993723,1
52,F,divorce,893725,CDI,235,908802,17,13.54,auto,1,0,0,72.17,1.02,1,0.839816271189352,1
25,F,marie,1406109,Informel,17,2555423,48,10.42,auto,0,0,0,45.92,1.82,0,0.40842071554376036,1
33,F,marie,582865,CDD,82,2018480,42,7.85,immobilier,1,0,1,52.04,3.46,1,0.9999992449223739,1
59,H,marie,1403038,Informel,14,1829081,68,9.19,conso,3,0,0,56.65,1.3,1,0.43817880313754487,1
53,H,celibataire,345199,Informel,81,4953821,68,16.43,conso,0,0,0,44.87,14.35,1,0.9999999995998874,1
47,H,divorce,725452,Informel,207,4219276,15,8.39,scolaire,1,1,0,62.72,5.82,1,0.9999137342045802,1
35,H,divorce,1233393,CDD,204,861447,42,7.31,immobilier,0,0,0,63.73,0.7,1,0.525299004011983,1
19,F,divorce,84642,Independant,123,4495246,16,8.28,auto,0,0,0,31.35,53.11,1,1.0,1
30,H,marie,1470688,Informel,16,4979384,24,6.22,immobilier,0,0,0,11.36,3.39,1,0.10792888737218158,0
21,F,divorce,532834,CDD,32,3949013,57,11.17,immobilier,0,0,0,78.98,7.41,1,0.9999994046668352,1
43,H,celibataire,601315,Independant,23,1904424,23,5.21,scolaire,1,0,0,53.2,3.17,1,0.9475360623843927,1
42,H,celibataire,1281619,CDI,102,1171756,37,15.26,conso,0,0,0,58.17,0.91,1,0.35399433429067384,1
47,H,divorce,721447,CDD,162,1434909,28,6.38,conso,0,0,0,61.75,1.99,1,0.9070005926180917,1
28,F,marie,1126842,Independant,98,2489248,17,11.97,conso,2,0,2,50.97,2.21,1,0.9999999995565545,1
24,F,divorce,153820,CDD,144,4727953,63,4.88,auto,1,0,0,40.32,30.74,1,1.0,1
48,H,celibataire,713350,Independant,162,2725102,26,17.68,conso,0,0,0,78.85,3.82,1,0.9995771052117549,1
61,F,celibataire,631764,Independant,104,2878477,26,9.82,immobilier,1,0,0,59.57,4.56,1,0.9973940132402321,1
27,H,celibataire,602117,CDD,126,4387589,34,15.33,immobilier,0,0,0,68.44,7.29,1,0.9999975569659282,1
56,H,divorce,1248931,CDI,199,2851499,52,14.53,conso,0,0,0,37.98,2.28,0,0.32778048322507153,1
30,H,celibataire,1198623,Informel,161,2862295,17,13.71,immobilier,0,1,1,72.86,2.39,1,0.9999996437425397,1
48,F,marie,221868,Independant,68,413688,63,15.41,auto,0,0,0,59.91,1.86,1,0.9091945505293207,1
24,H,divorce,1132457,Informel,171,4391178,46,4.51,conso,0,0,2,60.96,3.88,1,0.9999999999947977,1
59,H,divorce,619956,CDI,64,262730,24,13.18,auto,1,0,0,11.52,0.42,0,0.0007931614755946699,0
59,H,celibataire,311789,Informel,71,1290294,17,6.99,conso,0,2,0,51.31,4.14,1,0.9929988239599188,1
53,F,celibataire,245384,Informel,18,530405,28,14.79,auto,0,1,0,30.14,2.16,0,0.2171839415026076,0
37,H,marie,108106,CDD,196,1404108,10,17.35,auto,1,0,0,55.18,12.99,1,0.9999999994218101,1
21,F,divorce,828118,CDD,113,3885688,31,16.52,auto,1,0,0,47.62,4.69,1,0.9960232864483854,1
24,H,celibataire,882161,CDI,125,920376,68,4.72,immobilier,1,0,0,13.34,1.04,0,0.0028712617032727703,0
18,F,marie,733642,CDD,127,4829282,57,8.54,auto,1,1,0,44.75,6.58,1,0.9998496476305524,1
61,H,celibataire,674608,Independant,61,1038033,15,8.46,scolaire,1,0,0,38.84,1.54,0,0.11703743219951727,0
62,H,divorce,401546,CDI,75,4764331,44,4.83,auto,0,2,0,63.23,11.86,1,0.9999999975780847,1
59,F,celibataire,201649,CDD,107,4013407,28,4.47,auto,2,0,0,42.7,19.9,1,0.9999999999999232,1
64,F,divorce,446074,CDD,148,693933,16,8.77,auto,1,0,0,41.09,1.56,0,0.21246015947116142,0
30,H,celibataire,572665,CDI,139,1495005,53,17.88,auto,2,0,0,58.96,2.61,1,0.9691540691562897,1
39,F,divorce,1107306,Independant,207,1207235,21,11.53,conso,0,0,0,55.14,1.09,1,0.3492546451838862,1
38,H,marie,773578,CDI,174,2832007,51,12.33,immobilier,0,0,0,79.39,3.66,1,0.9996350564249641,1
39,H,divorce,664027,CDD,192,3529616,52,10.07,immobilier,0,0,0,31.4,5.32,1,0.9889432263938482,1
45,H,marie,1377341,CDD,81,452860,53,12.93,immobilier,1,0,0,56.63,0.33,1,0.17724325945880198,0
26,F,divorce,346651,CDI,226,1740305,30,17.35,conso,1,1,0,17.54,5.02,1,0.9192508510837971,1
43,H,marie,257375,Independant,204,948477,42,11.83,auto,0,0,0,65.34,3.69,1,0.9983642193613707,1
26,F,celibataire,1231128,Independant,106,2420559,68,3.98,auto,0,0,0,63.96,1.97,1,0.872675873617319,1
32,H,divorce,683347,Informel,28,2868353,34,10.39,immobilier,1,0,1,59.44,4.2,1,0.9999999177478488,1
27,F,celibataire,1284315,Independant,176,4100215,63,17.89,scolaire,1,0,0,13.93,3.19,1,0.10299901806412373,0
41,F,marie,210514,CDI,163,1771894,36,8.81,auto,1,0,1,79.07,8.42,1,0.9999999999959086,1
59,H,divorce,1154106,Independant,8,771768,46,11.91,auto,1,0,0,75.7,0.67,1,0.7672487200618017,1
25,F,divorce,321348,Independant,91,1926136,55,4.6,auto,1,1,0,32.76,5.99,1,0.9969087641976758,1
41,H,celibataire,1143881,Informel,150,661786,49,5.12,conso,0,0,0,48.3,0.58,0,0.07836405078543637,0
33,H,divorce,189097,Independant,121,354707,14,16.12,auto,0,0,0,71.67,1.88,1,0.9843191825288876,1
43,H,divorce,572049,Informel,152,4786006,64,7.51,immobilier,1,0,0,42.1,8.37,1,0.9999841489522148,1
44,H,celibataire,1180620,Informel,66,2531748,32,7.58,auto,1,0,0,49.94,2.14,0,0.6278880704526069,1
54,H,divorce,1088882,Independant,95,387606,64,8.81,immobilier,0,0,1,50.24,0.36,1,0.9995367297994964,1
21,F,celibataire,210436,CDD,214,819155,8,17.5,scolaire,0,0,0,53.69,3.89,1,0.9943517052758529,1
41,H,celibataire,169363,CDI,64,941641,12,4.27,conso,1,0,0,48.16,5.56,1,0.9986708200906229,1
36,F,celibataire,400961,CDI,65,2708650,21,15.28,scolaire,1,3,0,35.45,6.76,1,0.9995591260829847,1
53,F,celibataire,1028511,Independant,125,2015776,54,8.12,auto,1,0,0,45.46,1.96,0,0.3502212275052921,1
56,H,celibataire,486201,CDI,14,3323438,37,15.74,scolaire,1,0,0,70.36,6.84,1,0.999991909371154,1
27,F,marie,1115953,CDI,25,4261964,49,17.88,auto,0,0,0,69.81,3.82,1,0.9987421606497807,1
42,H,marie,1151101,Informel,228,4054249,24,8.23,immobilier,0,0,0,62.94,3.52,1,0.9945821238413806,1
35,F,celibataire,1240869,CDD,100,3016046,8,4.94,auto,0,0,0,36.06,2.43,0,0.2778419716064533,0
36,F,marie,1229622,CDI,105,4642328,65,5.17,conso,1,0,0,63.95,3.78,1,0.9950068009719023,1
53,F,marie,117403,CDD,131,2241300,40,14.38,scolaire,0,0,0,34.09,19.09,1,0.9999999999994589,1
27,H,divorce,1296841,CDI,133,3367299,34,5.17,auto,0,1,0,54.81,2.6,1,0.9147108420274498,1
50,F,celibataire,477046,CDD,65,4665535,50,6.91,immobilier,0,0,0,47.56,9.78,1,0.9999989137928994,1
22,H,marie,1053648,CDD,182,4277655,32,6.07,scolaire,0,0,0,27.5,4.06,1,0.8502619371620789,1
64,F,divorce,1260181,CDI,19,2137444,40,8.34,conso,0,1,0,38.97,1.7,0,0.1071563881392306,0
52,F,divorce,232018,Informel,225,3579231,24,4.12,auto,0,0,0,67.28,15.43,1,0.9999999999953673,1
61,F,celibataire,365648,CDD,106,4318978,22,15.85,conso,0,1,0,73.46,11.81,1,0.999999999163079,1
51,F,celibataire,1446435,CDD,54,3957087,40,15.9,immobilier,0,1,0,20.4,2.74,0,0.09043384970890529,0
50,H,divorce,1053945,CDI,222,2511595,35,9.19,scolaire,0,0,0,39.22,2.38,0,0.42318068044985174,1
38,H,celibataire,1170297,CDD,204,3158941,53,12.18,scolaire,1,0,0,37.51,2.7,0,0.556613050165228,1
34,F,celibataire,191597,CDD,138,4609287,62,12.63,scolaire,3,0,1,41.68,24.06,1,1.0,1
39,F,divorce,252922,Informel,226,3758655,22,14.24,immobilier,0,0,0,78.25,14.86,1,0.9999999999981046,1
54,H,divorce,1491379,CDD,144,1949044,20,10.81,auto,1,0,0,43.91,1.31,0,0.1358484831356451,0
32,H,celibataire,376867,Informel,104,1445943,19,10.66,auto,0,0,0,67.26,3.84,1,0.9986767640652805,1
52,H,marie,864717,CDD,174,4312287,19,12.47,auto,0,0,0,54.8,4.99,1,0.9990312556929016,1
45,H,celibataire,1070533,CDD,157,4370468,50,13.55,conso,2,0,0,13.04,4.08,1,0.36484172921768415,1
24,F,marie,443284,Informel,15,434571,43,8.2,immobilier,2,0,0,57.17,0.98,1,0.5792508262917357,1
49,F,divorce,1280959,Informel,48,3694092,68,7.96,scolaire,2,0,1,53.53,2.88,1,0.9999953238986943,1
28,H,marie,428125,Independant,139,3475546,16,7.05,immobilier,1,0,0,61.89,8.12,1,0.9999985236364956,1
27,H,divorce,875907,CDD,236,324557,53,11.23,immobilier,2,0,0,10.58,0.37,0,0.0009955643844981122,0
26,H,celibataire,274202,Informel,34,3775002,31,8.4,immobilier,0,0,0,23.1,13.77,1,0.9999999820918982,1
31,H,celibataire,401721,CDD,164,2850449,30,11.1,scolaire,2,1,0,62.7,7.1,1,0.9999931029725415,1
30,H,divorce,1416728,CDD,158,2875597,66,9.09,scolaire,1,1,1,32.8,2.03,1,0.9998487694789536,1
42,H,divorce,812228,CDD,99,2956655,31,15.55,conso,0,0,0,73.31,3.64,1,0.9989956208471956,1
19,F,divorce,521157,CDI,201,3108487,39,4.1,immobilier,1,0,0,43.83,5.96,1,0.9990757929705579,1
52,F,celibataire,501128,Independant,210,2007124,14,11.58,auto,1,0,0,5.08,4.01,1,0.1389696805647977,0
24,F,celibataire,686990,CDI,19,4064466,45,11.63,conso,0,1,0,57.41,5.92,1,0.9998290598472738,1
38,H,marie,1310307,Independant,231,4941035,12,8.76,scolaire,1,0,0,43.51,3.77,1,0.9465924685479664,1
35,H,divorce,913272,CDD,196,4896937,35,9.32,scolaire,0,0,0,28.78,5.36,1,0.9828080980768866,1
20,H,marie,1341160,CDD,70,1890221,71,15.0,conso,1,0,0,6.53,1.41,0,0.003071787530846479,0
59,F,celibataire,1125254,Informel,115,2735255,35,7.21,auto,0,0,0,19.91,2.43,0,0.037930176922095285,0
56,H,marie,380767,Independant,161,4936300,63,16.07,immobilier,0,0,0,17.12,12.96,1,0.9999998741883179,1
58,H,marie,929735,Independant,96,3270794,60,16.45,immobilier,2,0,0,48.71,3.52,1,0.9645601869485946,1
28,F,celibataire,136690,CDI,208,3505000,19,12.76,auto,0,1,0,62.72,25.64,1,1.0,1
56,H,celibataire,1227556,Independant,75,2217652,42,14.59,immobilier,0,0,0,22.6,1.81,0,0.02270148569876391,0
41,F,divorce,597926,CDD,150,4296644,49,12.19,scolaire,1,0,0,57.33,7.19,1,0.9999810446592924,1
63,F,marie,595717,Informel,36,1227798,11,10.88,conso,1,0,0,72.49,2.06,1,0.9727761720706224,1
36,H,celibataire,1001594,CDI,151,3793301,31,17.5,auto,0,0,0,51.62,3.79,1,0.9850637802523498,1
21,F,celibataire,1435986,Informel,63,1033886,19,7.24,conso,1,0,0,63.17,0.72,1,0.3581121390403421,1
43,H,marie,241080,Independant,154,458092,13,5.31,immobilier,1,0,0,20.32,1.9,0,0.05351916195213235,0
55,F,celibataire,954075,Independant,188,2882015,29,7.31,immobilier,0,1,0,10.62,3.02,1,0.044118593800135206,0
59,H,divorce,662992,CDI,223,2854188,44,12.22,scolaire,0,1,0,32.4,4.31,1,0.9353536810845938,1
49,F,divorce,536082,Independant,93,4262566,54,5.78,scolaire,0,0,0,58.18,7.95,1,0.999992919382217,1
56,H,marie,874814,Informel,5,1200985,68,16.63,immobilier,0,0,1,56.46,1.37,1,0.9999814400951714,1
62,F,divorce,520990,CDD,182,3087707,31,9.17,immobilier,1,1,0,76.63,5.93,1,0.9999859942475847,1
63,F,celibataire,343254,CDI,166,2670201,15,15.75,scolaire,1,0,0,52.25,7.78,1,0.9999794440422259,1
53,F,celibataire,555197,Independant,190,2568753,63,6.74,scolaire,0,0,0,35.85,4.63,1,0.9568910822069646,1
57,H,celibataire,1260034,Informel,25,3616597,19,7.7,auto,0,0,0,64.78,2.87,1,0.9713114819750441,1
54,H,celibataire,295192,CDD,98,3371590,44,3.89,scolaire,1,1,0,16.48,11.42,1,0.9999970339771201,1
50,F,marie,1370858,Independant,12,2264329,36,6.87,auto,0,0,0,65.98,1.65,1,0.8077706575380756,1
53,H,divorce,962517,CDI,150,4732898,55,10.35,auto,0,1,0,32.44,4.92,1,0.9749700531731877,1
20,F,divorce,1331505,Independant,137,4591632,21,17.19,conso,0,1,0,16.55,3.45,1,0.259327549963812,0
26,H,celibataire,1087480,Independant,84,3676887,56,8.83,scolaire,0,0,0,17.16,3.38,1,0.20523389751277868,0
25,F,marie,1160142,Independant,29,3836997,20,12.6,auto,0,0,0,78.77,3.31,1,0.9988313937950978,1
50,H,celibataire,1369876,CDD,172,3147250,43,9.42,conso,0,0,0,51.74,2.3,1,0.7250323579644947,1
23,F,celibataire,1152374,CDD,221,4909734,26,3.7,conso,0,0,0,18.07,4.26,1,0.5532039578780298,1
58,F,marie,103027,Independant,109,4499049,21,10.55,scolaire,2,0,0,25.14,43.67,1,1.0,1
56,F,marie,580252,Independant,27,4654136,70,3.99,scolaire,0,0,0,32.91,8.02,1,0.9998268121533976,1
21,F,celibataire,570847,CDI,55,2264867,18,16.26,conso,0,0,0,9.19,3.97,1,0.25391944008953193,0
30,H,divorce,1368204,Independant,209,1620113,69,14.3,auto,1,0,0,13.13,1.18,0,0.00355912260364624,0
19,F,celibataire,707761,Informel,133,1881422,66,8.68,scolaire,0,1,0,62.13,2.66,1,0.9778360188257729,1
22,H,divorce,1056086,Informel,52,1754733,37,12.6,conso,5,1,0,64.02,1.66,1,0.9026461087265293,1
61,H,divorce,138334,CDI,237,2604758,17,4.68,conso,0,0,0,79.12,18.83,1,0.9999999999999967,1
44,F,marie,1463043,CDD,13,2920884,46,13.54,auto,2,1,0,10.07,2.0,0,0.008790113303359272,0
49,H,marie,657907,Independant,42,4256973,71,15.34,immobilier,0,0,0,71.69,6.47,1,0.9999920851330295,1
38,H,celibataire,500091,CDI,143,3062823,13,15.33,auto,0,0,0,28.79,6.12,1,0.9955945654412574,1
25,H,divorce,759874,CDD,79,396653,64,7.26,conso,1,0,0,29.59,0.52,0,0.013467491873626329,0
55,F,divorce,1282228,CDI,18,2299309,30,6.96,auto,0,1,0,14.55,1.79,0,0.0064587590021778435,0
25,H,celibataire,339201,CDD,50,271692,10,10.82,scolaire,0,0,0,78.97,0.8,1,0.9501081524383843,1
20,H,celibataire,821187,Independant,2,336195,50,17.52,conso,1,0,0,78.57,0.41,1,0.8668921523469799,1
61,F,celibataire,611022,CDI,87,3906654,7,16.81,auto,0,0,0,69.86,6.39,1,0.9999773553003533,1
20,F,marie,905440,Independant,107,4976754,47,8.39,auto,0,0,0,11.81,5.5,1,0.8877767276034928,1
39,H,celibataire,391493,CDI,141,4951926,43,14.7,auto,0,0,0,68.12,12.65,1,0.9999999996954039,1
23,F,celibataire,1267462,CDD,235,4118521,8,16.82,auto,0,0,0,52.6,3.25,1,0.9642044551766675,1
19,H,divorce,218923,CDI,196,2266275,51,6.91,conso,0,0,0,14.66,10.35,1,0.9999841885198717,1
40,H,celibataire,212672,Informel,47,440958,27,15.45,auto,0,0,0,24.63,2.07,0,0.12883246415036925,0
61,H,divorce,136614,Informel,89,795139,38,7.02,scolaire,0,2,0,56.69,5.82,1,0.999842712841601,1
19,F,divorce,283474,CDI,203,2523431,37,8.15,immobilier,0,0,0,65.26,8.9,1,0.9999997135278887,1
55,H,marie,870124,Informel,178,4496869,22,5.98,immobilier,0,0,0,68.61,5.17,1,0.9998463507920494,1
34,F,celibataire,206745,Independant,234,4170196,61,10.61,immobilier,1,0,0,45.79,20.17,1,0.9999999999999805,1
52,F,celibataire,1317675,Informel,12,798644,8,15.65,scolaire,0,0,0,45.1,0.61,0,0.03629620763202607,0
51,H,divorce,853131,Informel,13,3540366,54,10.92,immobilier,0,0,0,56.32,4.15,1,0.9948499346967057,1
40,F,marie,1109517,Independant,137,4123166,60,4.85,conso,0,0,0,63.33,3.72,1,0.9942847326427363,1
47,F,marie,536021,Independant,59,1537322,36,6.78,conso,0,0,0,17.79,2.87,0,0.10960912125092119,0
25,F,celibataire,454557,CDD,173,3248896,26,11.44,scolaire,0,1,0,60.49,7.15,1,0.9999903682304466,1
39,F,divorce,1077887,Independant,230,3129751,21,11.75,scolaire,1,0,0,30.63,2.9,0,0.36109994134690493,1
61,F,celibataire,618795,CDI,198,1744779,22,11.65,conso,0,0,0,33.78,2.82,0,0.40400155179264574,1
53,H,celibataire,1453651,Informel,235,4646242,6,4.16,scolaire,1,0,0,10.83,3.2,1,0.04377168898271425,0
22,F,celibataire,679787,CDD,43,4425518,70,14.31,scolaire,1,0,0,49.13,6.51,1,0.9998332945587813,1
30,H,celibataire,808229,Independant,74,641944,71,16.64,conso,0,1,1,12.01,0.79,1,0.9858273746549719,1
46,H,divorce,980794,Informel,23,2649392,42,10.66,conso,0,0,0,73.49,2.7,1,0.9922585090888618,1
48,H,marie,1487539,CDI,79,2495624,29,13.78,auto,0,1,0,51.57,1.68,1,0.5543980433972086,1
64,H,celibataire,1232188,CDI,173,3800211,67,16.71,auto,1,0,0,79.27,3.08,1,0.9977110525881061,1
33,H,celibataire,166120,CDD,23,1259332,26,12.64,immobilier,0,0,0,23.42,7.58,1,0.9993637159748908,1
59,H,celibataire,983841,CDI,232,3754918,42,13.11,scolaire,0,0,0,55.97,3.82,1,0.9879196887645829,1
47,F,celibataire,957350,Informel,101,4035766,40,13.82,conso,0,0,0,77.33,4.22,1,0.9996191222993233,1
33,F,marie,670888,Independant,162,2378772,43,6.91,immobilier,1,0,0,27.39,3.55,1,0.6453225028760396,1
29,F,marie,646136,CDI,144,85571,58,11.74,auto,1,0,0,12.22,0.13,0,0.0007893999487258299,0
34,H,marie,1106923,Independant,191,126752,20,15.63,scolaire,0,0,0,52.55,0.11,1,0.10484788037887377,0
33,F,marie,611108,Informel,109,510160,47,7.44,immobilier,0,1,0,32.46,0.83,0,0.041753762421909695,0
29,F,celibataire,874944,Informel,179,3020741,9,16.46,scolaire,0,0,1,25.48,3.45,1,0.9999669069426519,1
25,F,divorce,1296373,Independant,233,2889025,44,12.31,immobilier,0,0,1,79.52,2.23,1,0.9999997108253723,1
37,H,marie,393678,Informel,111,2356955,28,9.35,scolaire,0,0,0,61.56,5.99,1,0.9999392591286286,1
20,F,marie,665233,CDD,160,2729245,20,12.35,scolaire,1,0,0,41.4,4.1,1,0.9776479997852552,1
33,H,celibataire,425564,CDI,166,289185,17,9.03,conso,0,0,0,8.75,0.68,0,0.001164539483803028,0
47,F,celibataire,1307103,CDD,232,4316953,59,15.57,scolaire,0,1,0,19.37,3.3,1,0.24011600992968338,0
62,H,celibataire,1474208,CDD,184,90910,43,10.23,auto,0,0,0,27.41,0.06,0,0.0015917390447528867,0
40,H,celibataire,593796,CDD,238,3611705,33,16.52,conso,0,0,0,41.54,6.08,1,0.9992450227834758,1
45,H,divorce,263505,Independant,197,1308962,24,10.65,scolaire,0,0,0,42.29,4.97,1,0.9944813946043332,1
57,F,divorce,1400431,Independant,17,4229308,69,12.91,auto,0,1,1,6.86,3.02,1,0.9985765868242705,1
22,F,marie,1214585,Informel,86,322930,9,17.97,auto,0,1,0,75.75,0.27,1,0.7992070311389906,1
37,H,divorce,819145,Independant,39,3831332,15,5.2,immobilier,2,1,0,45.71,4.68,1,0.9925983928478963,1
57,F,marie,613885,Informel,41,2714146,17,14.05,conso,1,0,0,6.48,4.42,1,0.30676776990665405,1
61,H,marie,1188643,Independant,48,946429,12,5.08,conso,1,0,0,57.6,0.8,1,0.24726214016421533,0
18,H,divorce,652310,Informel,210,3717594,49,15.58,immobilier,2,1,0,10.35,5.7,1,0.9515053298460769,1
47,F,marie,593959,CDI,156,539660,28,11.95,immobilier,1,0,0,59.09,0.91,1,0.5338928190639155,1
38,F,celibataire,292996,Informel,77,3429082,7,17.07,immobilier,0,0,0,57.61,11.7,1,0.9999999923206792,1
37,F,marie,979105,CDI,178,1410724,42,15.99,conso,1,0,0,78.87,1.44,1,0.9723841318607069,1
23,H,celibataire,1113360,Informel,234,503850,25,4.12,auto,0,0,2,30.65,0.45,1,0.9999998692434529,1
39,H,divorce,491998,Independant,1,2244001,49,5.06,auto,0,0,0,15.82,4.56,1,0.6816794017889207,1
35,F,divorce,656070,Independant,117,1244215,56,12.02,scolaire,1,0,0,11.89,1.9,0,0.01122350592747877,0
25,H,marie,545360,CDI,178,1318069,36,10.77,conso,1,1,0,10.38,2.42,0,0.051429570850911384,0
56,F,celibataire,581525,CDD,19,1879341,46,5.53,conso,0,0,0,65.77,3.23,1,0.988814534999089,1
49,H,marie,984462,CDD,226,2109838,63,4.94,immobilier,0,0,1,58.89,2.14,1,0.9999963089245075,1
50,F,divorce,938468,Informel,59,3973890,10,11.46,conso,2,0,0,78.19,4.23,1,0.9996346863909885,1
33,F,marie,1426062,Independant,196,4161788,38,3.73,conso,0,0,0,28.19,2.92,0,0.2614086090919554,0
29,H,marie,1214321,CDD,107,4891708,48,16.11,auto,0,0,0,65.23,4.03,1,0.9988689458133181,1
55,F,celibataire,1018481,Independant,195,707620,24,15.11,conso,0,0,0,11.98,0.69,0,0.0007718525414868464,0
51,F,divorce,1363224,Independant,169,3357067,37,14.78,auto,0,0,0,72.79,2.46,1,0.9815749117204371,1
31,H,marie,1448116,Independant,138,4958033,8,3.24,auto,3,0,0,8.89,3.42,1,0.07653102251214933,0
53,F,celibataire,1243412,Informel,28,2163985,6,3.71,conso,0,0,0,64.09,1.74,1,0.7321566112098553,1
50,H,marie,186998,CDI,34,4359560,46,11.25,auto,0,0,0,28.05,23.31,1,0.9999999999999991,1
40,F,celibataire,130021,Informel,39,4440686,53,17.92,immobilier,1,0,0,18.59,34.15,1,1.0,1
62,H,celibataire,600410,CDD,239,1014233,44,8.13,auto,1,1,0,57.84,1.69,1,0.8119246816941967,1
19,F,marie,1259248,CDI,126,2157670,10,8.17,conso,1,0,0,72.19,1.71,1,0.9454493688200366,1
58,F,divorce,460703,CDD,83,4977701,16,5.01,immobilier,1,2,0,62.31,10.8,1,0.9999999812691754,1
38,F,divorce,824875,CDI,106,280684,27,13.12,immobilier,1,0,0,28.48,0.34,0,0.005532436032109281,0
19,F,celibataire,504018,CDI,184,2147120,69,12.7,conso,0,1,0,31.52,4.26,1,0.9400389641696929,1
44,H,divorce,813121,Informel,180,4850030,17,4.52,scolaire,0,0,0,19.2,5.96,1,0.972079286413728,1
26,H,celibataire,681305,Independant,110,4998685,58,10.01,auto,0,0,0,66.8,7.34,1,0.9999964049012995,1
18,H,divorce,791182,Independant,228,2565913,60,13.01,auto,1,0,0,13.03,3.24,1,0.19969476296291627,0
28,H,marie,444833,CDI,121,835254,58,10.4,scolaire,1,0,0,72.74,1.88,1,0.9841428575200593,1
20,H,divorce,160291,Informel,107,4946385,26,13.12,immobilier,0,1,0,50.09,30.86,1,1.0,1
40,H,celibataire,660294,CDD,131,4778234,24,15.24,scolaire,0,0,0,49.16,7.24,1,0.999956222680936,1
43,H,celibataire,708556,CDD,23,3653477,71,13.29,conso,0,0,0,67.84,5.16,1,0.999835901361886,1
21,F,divorce,1440858,Independant,145,4364241,64,12.24,scolaire,1,0,0,55.06,3.03,1,0.9456882765778881,1
35,F,marie,666686,Independant,71,2622034,54,15.8,immobilier,1,0,0,27.82,3.93,1,0.8139147155435743,1
23,F,celibataire,301163,CDD,154,1636600,64,16.51,conso,0,1,0,31.21,5.43,1,0.9933802941870837,1
52,F,celibataire,755234,CDD,107,1140857,28,8.83,conso,0,0,0,17.98,1.51,0,0.008592978987759197,0
39,H,celibataire,1254189,Informel,146,1177927,8,5.6,conso,1,0,0,39.8,0.94,0,0.0440369242425921,0
60,H,celibataire,182071,CDD,238,3535652,61,15.27,auto,0,0,1,13.26,19.42,1,0.9999999999999998,1
32,H,celibataire,190572,Informel,46,2540326,63,6.21,auto,0,0,0,53.98,13.33,1,0.9999999992942967,1
39,F,marie,852054,Independant,70,3469590,67,16.93,conso,1,0,0,17.69,4.07,1,0.5549778799620422,1
54,H,divorce,218997,CDD,31,3146976,23,3.34,scolaire,0,0,0,69.79,14.37,1,0.9999999999785949,1
59,F,marie,166388,Independant,93,2243371,66,16.82,auto,1,0,0,57.53,13.48,1,0.9999999996365041,1
29,H,marie,700007,CDI,137,3436926,42,11.84,immobilier,0,1,0,71.86,4.91,1,0.9999206078673013,1
64,H,celibataire,1202834,CDI,118,2571796,59,14.62,auto,1,0,0,11.53,2.14,0,0.009702238173013598,0
59,H,marie,916507,CDI,163,3429095,70,8.98,scolaire,1,0,0,64.89,3.74,1,0.9964461424202365,1
55,H,celibataire,889063,CDD,81,4163441,19,17.88,auto,0,0,1,71.06,4.68,1,0.9999999906020939,1
35,F,marie,727408,Independant,60,1860173,10,6.41,scolaire,2,1,0,8.34,2.56,0,0.02349005975186838,0
62,F,celibataire,797804,CDD,76,359495,67,6.97,scolaire,0,0,0,79.93,0.45,1,0.7915376396321696,1
